date,homeTeam,awayTeam,homeScore,awayScore
2020-07-08T00:00:00Z,West Ham,Burnley,0,1
2020-07-08T00:00:00Z,Brighton,Liverpool,1,3
2020-07-09T00:00:00Z,Bournemouth,Tottenham,0,0
2020-07-09T00:00:00Z,Everton,Southampton,1,1
2020-07-09T00:00:00Z,Aston Villa,Man United,0,3
2020-07-11T00:00:00Z,Norwich,West Ham,0,4
2020-07-11T00:00:00Z,Watford,Newcastle,2,1
2020-07-11T00:00:00Z,Liverpool,Burnley,1,1
2020-07-11T00:00:00Z,Sheffield United,Chelsea,3,0
2020-07-11T00:00:00Z,Brighton,Man City,0,5
2020-07-12T00:00:00Z,Wolves,Everton,3,0
2020-07-12T00:00:00Z,Aston Villa,Crystal Palace,2,0
2020-07-12T00:00:00Z,Tottenham,Arsenal,2,1
2020-07-12T00:00:00Z,Bournemouth,Leicester,4,1
2020-07-13T00:00:00Z,Man United,Southampton,2,2
2020-07-14T00:00:00Z,Chelsea,Norwich,1,0
2020-07-15T00:00:00Z,Burnley,Wolves,1,1
2020-07-15T00:00:00Z,Man City,Bournemouth,2,1
2020-07-15T00:00:00Z,Newcastle,Tottenham,1,3
2020-07-15T00:00:00Z,Arsenal,Liverpool,2,1
2020-07-16T00:00:00Z,Everton,Aston Villa,1,1
2020-07-16T00:00:00Z,Leicester,Sheffield United,2,0
2020-07-16T00:00:00Z,Crystal Palace,Man United,0,2
2020-07-16T00:00:00Z,Southampton,Brighton,1,1
2020-07-17T00:00:00Z,West Ham,Watford,3,1
2020-07-18T00:00:00Z,Norwich,Burnley,0,2
2020-07-19T00:00:00Z,Bournemouth,Southampton,0,2
2020-07-19T00:00:00Z,Tottenham,Leicester,3,0
2020-07-20T00:00:00Z,Brighton,Newcastle,0,0
2020-07-20T00:00:00Z,Sheffield United,Everton,0,1
2020-07-20T00:00:00Z,Wolves,Crystal Palace,2,0
2020-07-21T00:00:00Z,Watford,Man City,0,4
2020-07-21T00:00:00Z,Aston Villa,Arsenal,1,0
2020-07-22T00:00:00Z,Man United,West Ham,1,1
2020-07-22T00:00:00Z,Liverpool,Chelsea,5,3
2020-07-26T00:00:00Z,Arsenal,Watford,3,2
2020-07-26T00:00:00Z,Burnley,Brighton,1,2
2020-07-26T00:00:00Z,Chelsea,Wolves,2,0
2020-07-26T00:00:00Z,Crystal Palace,Tottenham,1,1
2020-07-26T00:00:00Z,Everton,Bournemouth,1,3
2020-07-26T00:00:00Z,Leicester,Man United,0,2
2020-07-26T00:00:00Z,Man City,Norwich,5,0
2020-07-26T00:00:00Z,Newcastle,Liverpool,1,3
2020-07-26T00:00:00Z,Southampton,Sheffield United,3,1
2020-07-26T00:00:00Z,West Ham,Aston Villa,1,1
